date,US climate policy,International summits,Global warming,Natural disasters
2000-04-04,0.165697232,0.000214274,0.000214274,0.000214274
2000-04-05,0.001159877,0.000579938,0.586522579,0.000579938
2000-04-06,0.245246202,0.024576027,0.194887921,0.000293881
2000-04-07,0.00019112,0.024374114,0.194690332,9.556E-05
2000-04-08,0.125994071,0.272215337,0.247049063,0.053976454
2000-04-09,0.243523881,0.309801161,0.253365993,0.062118977
2000-04-10,0.027820641,0.000360026,0.167235374,0.000360026
2000-04-11,0.00049677,0.010787653,0.158025593,0.010893024
2000-04-12,0.001059451,0.000529725,0.520229876,0.050311923
2000-04-13,0.893983483,0.068467677,0.244297862,0.0404904
2000-04-18,0.068676278,0.114100069,0.027583873,0.160410583
2000-04-19,0.000314047,0.003726829,0.023817504,0.121002562
2000-04-20,0.000314047,0.003766128,0.023731215,0.120996453
2000-04-21,0.254540086,0.000160225,0.000160225,0.000160225
2000-04-22,0.662477314,0.358387828,0.08795505,0.000746521
2000-04-25,0.10081473,0.062170345,0.693033516,0.095195606
2000-04-26,0.175604135,0.332098633,0.221871123,0.021707878
2000-04-27,0.01824823,0.000276254,0.000276254,0.000276254
2000-04-28,0.000503388,0.000251694,0.071185477,0.000251694
2000-04-30,0.045144528,0.027982503,6.48933E-05,6.48933E-05
2000-05-02,0.000381404,0.019799434,0.000190702,0.000190702
2000-05-03,0.000526688,0.000263344,0.000263344,0.000263344
2000-05-04,0.030142261,0.053510733,0.164185122,0.000271204
2000-05-05,0.000658935,0.311379611,0.383296013,0.000329467
2000-05-08,0.091869615,0.000454967,0.000454967,0.000454967
2000-05-09,0.000419176,0.000209588,0.150078282,0.000209588
2000-05-10,0.000721368,0.000360684,0.287305027,0.000360684
2000-05-11,0.240812078,0.207069233,1.204608679,0.142002344
2000-05-12,0.068037435,0.000507736,0.000507736,0.047235396
2000-05-16,0.000563959,0.00028198,0.153793469,0.00028198
2000-05-17,0.230060115,0.067736775,0.265153378,0.000120991
2000-05-19,0.10326378,0.034377765,0.000333523,0.000333523
2000-05-23,0.215837568,0.000362809,0.299919814,0.432994723
2000-05-24,0.24081859,0.060058758,0.24187161,0.1448652
2000-05-25,0.026813727,0.000167638,0.008341707,0.087755993
2000-05-28,0.068753213,0.000208524,0.272006363,0.000208524
2000-05-29,0.000831302,0.000415651,0.000415651,0.000415651
2000-06-06,0.001377702,0.224057704,0.2141058,0.000688851
2000-06-08,0.00076235,0.054590933,0.146721423,0.000381175
2000-06-09,0.009986683,0.033823311,0.134502977,0.000103185
2000-06-12,0.264560401,0.061639063,0.116447218,0.000793043
2000-06-13,0.000801157,0.000400579,0.09050402,0.000400579
2000-06-14,0.001587696,0.000793848,0.000793848,0.533251286
2000-06-15,0.279656619,0.377052486,0.129511237,0.026681945
2000-06-16,0.001525917,0.175534934,1.137590408,0.000762958
2000-06-19,0.004419639,0.000233451,0.009652841,0.150957704
2000-06-20,0.001422243,0.471877515,0.057190835,0.000711121
2000-06-21,0.098838344,0.154148519,0.288992018,0.015130915
2000-06-22,0.058835611,0.311874539,0.313163429,0.026651779
2000-06-23,0.000702662,0.000351331,0.000351331,0.05017348
2000-06-26,0.304663032,0.000162685,0.000162685,0.000162685
2000-06-27,1.078775167,0.000681552,0.303302586,0.000681552
2000-06-30,0.383584172,0.000150524,0.000150524,0.000150524
2000-07-03,0.069176272,0.01723627,0.000129972,0.000129972
2000-07-13,0.000209547,0.047141619,0.000104774,0.061629139
2000-07-14,0.000656276,0.000328138,0.244254127,0.020217441
2000-07-17,0.000209547,0.04701528,0.000104774,0.061617162
2000-07-18,0.059418071,0.047955111,0.11187768,0.166398972
2000-07-19,0.048107922,0.000465733,0.34593156,0.000465733
2000-07-21,0.084823497,0.501664281,0.563745141,0.007448832
2000-07-25,0.012754487,0.000559793,0.000559793,0.036685761
2000-07-26,0.29871127,0.000355762,0.000355762,0.634569347
2000-07-27,0.000516529,0.000258265,0.044037648,0.000258265
2000-07-30,0.000318978,0.000159489,0.000159489,0.075975262
2000-08-02,0.148490414,0.20683451,0.535087764,0.000515456
2000-08-07,0.118539654,0.000777937,0.066463843,0.000777937
2000-08-08,0.055683598,0.000175669,0.000175669,0.000175669
2000-08-10,0.200477585,0.000701863,0.245271102,0.000701863
2000-08-12,0.325485826,0.014551387,0.000157007,0.000157007
2000-08-14,0.009552184,0.054017607,0.434207946,0.028252102
2000-08-15,0.03497199,0.111079581,0.249627799,0.000363864
2000-08-16,0.001271537,0.000635768,0.177562863,0.000635768
2000-08-17,0.000720955,0.418427765,0.123668566,0.000360478
2000-08-18,0.505535901,0.000525673,0.095277093,0.000525673
2000-08-20,0.241581395,0.026308341,0.000220027,0.000220027
2000-08-21,0.007777505,6.13263E-05,6.13263E-05,0.03948288
2000-08-22,0.145949095,0.000390204,0.094506606,0.062027507
2000-08-30,0.001111179,0.226178095,0.248333693,0.00055559
2000-08-31,0.702765048,0.012577604,0.231249005,0.207421303
2000-09-02,0.00028406,0.00014203,0.00014203,0.240498185
2000-09-03,0.849558353,0.053698018,0.000152488,0.000152488
2000-09-04,0.145706579,0.000143043,0.000143043,0.04453139
2000-09-05,0.076419026,0.615832865,0.561650097,0.587101221
2000-09-07,0.000717881,0.000358941,0.000358941,0.079632983
2000-09-08,0.001066093,0.000533046,0.167918906,0.154299632
2000-09-09,0.137088597,0.000400385,0.000400385,0.050308045
2000-09-11,0.001551301,0.912530601,0.367103398,0.000775651
2000-09-12,0.049400061,0.00042726,0.0599338,0.00042726
2000-09-13,0.194379911,0.402730316,0.602514446,0.001049531
2000-09-14,0.032167722,0.301843226,0.244282499,0.023644503
2000-09-15,0.016152067,0.383741021,0.154426098,0.06292662
2000-09-16,0.00042845,0.335430831,0.240675628,0.000214225
2000-09-18,0.140541688,0.000621105,0.004237783,0.019640438
2000-09-19,0.026659885,0.223103791,0.411874324,0.062371608
2000-09-20,0.542188585,0.122380681,0.201224357,0.010451972
2000-09-21,1.156747103,0.001152113,0.216507077,0.10710007
2000-09-22,0.000394511,0.030231543,0.083592027,0.030686028
2000-09-25,0.01769343,0.000170316,0.007285209,0.000170316
2000-09-28,0.180307284,0.356049061,0.34481591,0.547498345
2000-09-29,0.000801259,0.000400629,0.074594676,0.424178183
2000-09-30,0.037918918,0.056491598,0.000183604,0.075170361
2000-10-02,0.163554028,0.000634497,0.000634497,0.000634497
2000-10-03,0.000801089,0.000400544,0.000400544,0.000400544
2000-10-05,0.928979158,0.001552548,0.219071209,0.16868186
2000-10-06,0.02339755,0.0004295,0.258352458,0.0004295
2000-10-08,0.15772453,9.26934E-05,9.26934E-05,0.031609189
2000-10-09,0.253941685,0.762185097,0.607753456,0.032434914
2000-10-11,0.000792797,0.070206523,0.054010652,0.194319144
2000-10-12,0.070422731,0.000880976,0.232957333,0.000265726
2000-10-13,0.000935231,0.000467615,0.000467615,0.000467615
2000-10-16,0.354898006,0.263269514,0.000557036,0.000557036
2000-10-17,0.348581493,0.190634385,0.922100902,0.001095024
2000-10-18,0.384192616,0.067290857,0.932318687,0.000813017
2000-10-20,0.03036573,0.269701272,0.264887363,0.000473803
2000-10-23,0.205615893,0.000193459,0.205747202,0.000193459
2000-10-24,0.325140208,0.000496176,0.197937995,0.047345228
2000-10-25,0.001040366,0.098678268,0.284262389,0.055843525
2000-10-26,1.634052157,0.116871938,0.248003304,0.059445534
2000-10-27,0.804911613,0.172862843,0.077602081,0.000830311
2000-10-28,0.000533717,0.09369006,0.000266859,0.000266859
2000-10-30,0.000684301,0.055239014,0.119562328,0.184886396
2000-10-31,0.068556912,0.00059365,0.578676045,1.062643766
2000-11-01,0.004914872,0.070476331,0.148108795,0.159874886
2000-11-02,0.423595697,0.143468872,0.501464307,0.740008652
2000-11-04,0.360098571,0.024485411,7.48409E-05,7.48409E-05
2000-11-05,0.375425339,0.03257234,0.000510637,1.329717278
2000-11-06,0.016947212,0.383132428,0.206784755,0.620738864
2000-11-07,0.988792717,0.380610287,0.226685777,0.789021492
2000-11-08,0.418931156,0.471593559,0.763807178,0.010834467
2000-11-09,0.840563834,2.003151178,1.819999933,0.148941904
2000-11-10,0.686024189,1.03832829,0.89182651,0.19242397
2000-11-11,0.498331517,0.597066045,0.300660044,0.047527794
2000-11-12,0.513547301,0.645639062,0.339783996,0.007605329
2000-11-13,0.593809724,1.957480073,1.355629683,0.714770913
2000-11-14,0.882567942,1.074121594,0.678801358,0.112567514
2000-11-15,0.255344391,0.426574409,0.683528304,1.390397549
2000-11-16,0.360231787,0.72446239,0.94419986,0.105000898
2000-11-17,0.297162056,1.923889637,2.057523251,0.156687245
2000-11-18,0.626595855,0.609194994,0.353351295,0.204057962
2000-11-19,0.846279621,2.000430107,1.077702641,0.122317739
2000-11-20,0.663565338,2.397666454,2.235340834,0.036469139
2000-11-21,0.901729047,2.534305334,1.99191618,0.220800817
2000-11-22,0.7125898,1.3277421,1.375884175,0.150142297
2000-11-23,0.941573858,2.767936707,1.423774719,0.211107433
2000-11-24,0.837748528,2.849096775,1.121337295,0.890400231
2000-11-25,1.062259316,3.303845406,1.091789126,0.496749043
2000-11-26,1.04928565,2.272184134,1.558166385,0.405351728
2000-11-27,0.739006162,1.061244965,1.063211441,0.845860898
2000-11-28,0.332307518,1.374381423,0.733498573,0.200373903
2000-11-29,0.000291148,0.128343165,0.000145574,0.633175492
2000-11-30,0.000671946,0.015698152,0.244187891,0.000335973
2000-12-01,0.202460542,0.568708479,0.874255657,0.000933406
2000-12-02,0.447448134,0.000248802,0.000248802,0.000248802
2000-12-03,0.000541046,0.091604143,0.227744251,0.000270523
2000-12-04,0.349811763,0.086151585,0.228605792,0.167033076
2000-12-05,0.000417062,0.103486016,0.113480158,0.000208531
2000-12-06,0.339870811,0.330803663,0.339850366,0.000970405
2000-12-07,0.225904316,0.382577777,0.847662449,0.059271321
2000-12-08,0.852098465,0.949564397,1.017670751,0.140134141
2000-12-09,0.022883184,0.525407434,0.000405726,0.000405726
2000-12-10,0.039323747,0.430080056,0.124737144,0.000685563
2000-12-11,0.346631825,0.081654944,0.000344237,0.000344237
2000-12-12,0.000702471,0.000351236,0.019800244,0.000351236
2000-12-13,0.00278419,0.001392095,0.143717885,0.041550931
2000-12-14,0.102659144,0.000771829,0.034479856,0.000771829
2000-12-15,0.000226286,0.000113143,0.06039618,0.012575183
2000-12-16,0.000454786,0.000227393,0.000227393,0.000227393
2000-12-18,0.616878033,0.446368396,0.435809344,0.033845164
2000-12-19,0.752900481,0.311661273,0.182427093,0.586161256
2000-12-21,0.098921314,0.000230188,0.114851974,0.063261367
2000-12-28,0.099756889,0.000331847,0.008151049,0.216222614
2001-01-04,0.030872826,0.000113124,0.000113124,0.316388011
2001-01-05,0.000234307,0.000117154,0.000117154,0.000117154
2001-01-08,0.057604056,0.008486341,0.000551289,0.019694412
2001-01-09,0.00024351,0.000121755,0.000121755,0.000121755
2001-01-10,0.001027355,0.000513678,0.000513678,0.546100378
2001-01-11,0.028887298,0.141147912,0.21424441,0.000609932
2001-01-14,0.000229461,0.00011473,0.055269819,0.00011473
2001-01-15,0.001196845,0.000598422,0.274997264,0.114109308
2001-01-16,0.055167552,0.000270644,0.035893846,0.031086097
2001-01-18,0.000529808,0.000264904,0.029872751,0.122917272
2001-01-22,0.222057968,0.341435939,0.629286587,0.1950863
2001-01-23,0.387681842,0.413509578,0.75927645,0.201530844
2001-01-24,0.146270156,0.818621874,0.367497027,0.031596724
2001-01-25,0.000633457,0.000316728,0.000316728,0.255764186
2001-01-26,0.179603428,0.413526773,0.075267024,0.000338482
2001-01-29,0.063614123,0.330208629,0.465225577,0.072262719
2001-01-30,0.001618386,0.023462433,0.184958458,0.064440154
2001-01-31,0.202946693,0.000110288,0.000110288,0.040374838
2001-02-01,0.000721602,0.037881009,0.224083215,0.000360801
2001-02-02,0.000524066,0.000262033,0.095770136,0.000262033
2001-02-03,0.000432795,0.175820664,0.144105241,0.000216398
2001-02-05,0.000279968,0.000139984,0.000139984,0.000139984
2001-02-07,0.000960498,0.000480249,0.365174145,0.000480249
2001-02-08,0.340396732,0.27004829,0.152183607,0.000709628
2001-02-09,0.133799314,0.000217771,0.000217771,0.000217771
2001-02-13,0.028992144,0.348791957,0.209359348,0.050019164
2001-02-15,0.00032426,0.062404778,0.119322211,0.00016213
2001-02-18,0.036419902,0.082187966,0.011036436,0.000219343
2001-02-19,0.173630401,1.035258889,0.880539358,0.283901453
2001-02-20,0.000513277,0.000256638,0.081363477,0.000256638
2001-02-21,0.000431166,0.009554667,0.000215583,0.000215583
2001-02-22,0.225297436,0.32525295,0.214425176,0.065188572
2001-02-24,0.317191243,0.000288938,0.092635676,0.241979718
2001-02-26,0.001259804,0.000629902,0.021915831,0.74819088
2001-02-27,0.264139473,0.00017111,0.025148347,0.00017111
2001-02-28,0.023170073,0.724055171,0.535435081,0.000481348
2001-03-01,0.192088783,0.509726405,0.607213259,0.000834885
2001-03-02,0.34204939,1.238391042,0.5384202,0.000625952
2001-03-03,0.196548134,1.001979709,0.597282887,0.245484278
2001-03-04,0.290297449,1.017166615,0.498254031,0.106064729
2001-03-05,0.237383023,0.000340251,0.126169562,0.000340251
2001-03-06,0.721469045,0.070452072,0.539663434,0.078344688
2001-03-07,0.17999734,0.10020975,0.048523258,0.000805007
2001-03-11,0.00026964,0.012627941,0.010385249,0.107965447
2001-03-12,0.021956647,0.118843131,0.486827791,0.000430394
2001-03-13,0.032605074,0.000325441,0.030811168,0.251066208
2001-03-14,0.685742617,1.344326973,2.189144611,0.068689115
2001-03-15,0.001554826,0.000777413,0.000777413,1.282854676
2001-03-16,0.09246733,0.000181968,0.060765937,0.077570796
2001-03-18,0.198102444,0.000440039,0.338780969,0.000440039
2001-03-19,0.231698737,0.162196115,1.017328501,0.125063345
2001-03-20,0.500410914,0.154930651,0.580214798,0.313457936
2001-03-22,0.304876238,0.411509216,0.511716247,0.000384354
2001-03-23,0.51042825,0.232515275,0.528392971,0.390293866
2001-03-26,0.001389974,0.081072941,0.462905914,0.000694987
2001-03-27,0.72766757,0.227203891,0.603497446,0.062881656
2001-03-28,1.767998219,1.79261148,2.166094065,0.002797084
2001-03-29,1.624046206,4.206791878,4.193749428,0.356760383
2001-03-30,0.553090513,3.223019838,1.594140768,0.28401202
2001-03-31,0.701900244,0.738889635,0.998560071,0.20504874
2001-04-01,0.069457389,0.438248366,0.441220522,0.112309501
2001-04-02,0.883855224,1.025497913,1.331576228,0.098414414
2001-04-03,1.208853126,1.915759921,2.427551746,0.094887264
2001-04-04,0.797520399,2.066661119,1.594315886,0.531123996
2001-04-05,0.993006289,1.794596791,1.947662473,0.074141331
2001-04-06,0.75238651,0.466903776,0.461237162,0.052003838
2001-04-07,0.661250234,1.109714508,0.49475956,0.452030271
2001-04-08,0.374095559,0.426938117,0.123945653,0.11184071
2001-04-09,0.996596098,1.551277041,1.573828697,0.092352457
2001-04-10,0.14903143,1.013930917,1.328803182,0.383992404
2001-04-11,0.151315972,0.538678586,0.304718524,0.085502148
2001-04-12,0.233800754,0.61330235,0.355853379,0.000647063
2001-04-13,0.139143571,0.064786926,0.086360775,0.066723324
2001-04-14,0.163416386,0.088474616,0.000204313,0.000204313
2001-04-17,1.083444357,0.950321257,0.668578744,0.174649745
2001-04-18,0.20116125,0.578489602,0.412892759,0.000558929
2001-04-19,0.281373501,1.172750711,0.333438575,0.181819439
2001-04-20,0.648088872,0.835685194,0.645357668,0.000652077
2001-04-21,0.136760965,0.345047772,0.176075727,0.000387678
2001-04-22,0.653966665,0.081869282,0.027133731,0.000325522
2001-04-23,0.392029941,0.00014297,0.00014297,0.00014297
2001-04-24,0.274216205,0.273012549,0.500635803,0.001152413
2001-04-26,0.410095513,0.13466154,0.070214145,0.04199864
2001-04-27,0.072705671,0.065278642,0.000328073,0.000328073
2001-04-29,0.391708463,0.012752379,0.049494933,0.033342492
2001-04-30,0.371196628,0.028208664,0.033230744,0.070350468
2001-05-01,0.054277308,7.87706E-05,0.040013414,0.018425915
2001-05-02,0.605819225,0.20107536,0.028994381,0.148564115
2001-05-03,0.276568949,0.156548828,0.282478809,0.000300037
2001-05-07,0.098575614,0.000431113,0.000431113,0.352021515
2001-05-08,0.097423941,0.32570678,0.618868172,0.000701089
2001-05-09,0.002050951,0.754708648,0.882428408,0.001025476
2001-05-10,0.274556637,0.065714456,9.67501E-05,9.67501E-05
2001-05-11,0.146033883,0.345959008,0.220509887,0.00056416
2001-05-14,0.047450136,0.018123105,0.045571499,0.201644123
2001-05-15,0.236229137,0.000838518,0.126980007,0.247035921
2001-05-16,0.377275586,0.648910046,0.987995744,0.027168395
2001-05-17,2.14653492,1.152009606,1.214839339,0.279835254
2001-05-18,0.458788991,0.698601246,1.567094088,0.297325104
2001-05-20,0.272859752,0.753401101,0.143850476,0.017560985
2001-05-21,0.19891277,0.849268496,0.159710944,0.051504444
2001-05-22,0.376641035,0.902534664,1.831921458,0.054257583
2001-05-23,0.257882059,0.526249468,1.02984488,0.044173889
2001-05-25,0.001363477,0.173247144,0.208380342,0.000681738
2001-05-27,0.000315158,0.000157579,0.022656159,0.000157579
2001-05-29,0.095829204,0.042366069,0.378634155,0.000569756
2001-05-30,0.751920283,0.708475411,0.926370382,0.069725864
2001-05-31,0.163217381,0.502362609,0.293727458,0.000684715
2001-06-01,0.081399828,0.085846595,0.251430482,0.000612197
2001-06-03,0.000260936,0.000130468,0.000130468,0.237357691
2001-06-04,0.752932429,0.166036233,0.121716678,0.305969566
2001-06-05,0.214811698,0.00030262,0.00030262,0.095263094
2001-06-06,0.403799683,0.411769122,1.043195724,0.001678984
2001-06-07,0.426825762,0.336250603,1.086251497,0.01732385
2001-06-08,0.745118499,0.890300333,1.421894193,0.019673388
2001-06-09,0.926169515,0.017486431,0.00070195,0.061405011
2001-06-10,0.35569644,0.370755196,0.323500901,0.062909119
2001-06-11,0.60173732,1.821145296,1.695703387,0.083360665
2001-06-12,0.791901827,0.969376147,0.894039154,0.037739724
2001-06-13,0.58824563,1.49073267,1.22774446,0.04332234
2001-06-14,0.144624248,1.057427049,0.305396169,0.123291746
2001-06-15,0.327398986,0.781326175,0.841961086,0.086256087
2001-06-16,0.000916936,0.581376672,0.000458468,0.000458468
2001-06-17,0.175547421,0.304277658,0.000475429,0.017379884
2001-06-18,0.260634512,0.047097284,0.787946343,0.001998717
2001-06-19,0.131512403,0.097716302,0.255719304,0.176568955
2001-06-20,0.120777294,0.445665002,0.031155324,0.000315999
2001-06-21,0.147011742,0.725202322,0.202073604,0.000757211
2001-06-22,0.665460944,0.654576957,0.926286459,0.194131583
2001-06-25,0.146228343,0.00076709,0.144383714,0.00076709
2001-06-26,0.017390704,0.487969995,0.242913902,0.000504476
2001-06-27,0.674663961,0.874323845,1.229870677,0.041536368
2001-06-28,0.218710542,0.08064004,0.868539095,0.281420588
2001-06-29,0.0028594,0.569982469,1.166046739,0.0014297
2001-06-30,0.059664041,0.183472633,0.073863886,0.000432896
2001-07-01,0.025142362,0.509285271,0.286369205,0.000728589
2001-07-02,0.028713791,0.474069297,0.381756276,0.022940939
2001-07-03,0.19229959,1.020208836,1.052819729,0.016383061
2001-07-04,0.080517516,1.006682634,1.170898676,0.002355933
2001-07-05,0.523390293,2.059735537,1.213525772,0.257453382
2001-07-06,0.158194244,1.621475458,0.753467321,0.66091615
2001-07-08,0.022452444,0.721644282,0.713915825,0.01934889
2001-07-09,0.948261917,1.530108929,0.706570506,0.058801804
2001-07-10,1.314272404,3.324364185,1.93128252,0.002152179
2001-07-11,1.241867661,1.814701557,1.610566616,0.492002398
2001-07-12,0.3263475,3.295910835,2.152728796,0.260477573
2001-07-13,0.570995927,3.392819881,2.10310173,0.840051293
2001-07-14,0.083385065,0.672833145,0.302635431,0.119856276
2001-07-15,0.219007373,1.322781086,0.635358155,0.092028387
2001-07-16,0.775469601,2.990243912,1.115060806,0.308056325
2001-07-17,1.341932416,4.024679184,2.26193285,0.513400316
2001-07-18,1.28325963,3.057411909,1.459946513,0.176508591
2001-07-19,0.92992568,2.834197521,0.990751088,0.443563938
2001-07-20,0.774100125,3.745348692,1.204170585,0.810457647
2001-07-21,0.137536108,3.736075401,1.378214955,0.19459112
2001-07-22,0.742007434,4.610136986,1.303656101,0.431161553
2001-07-23,1.257494926,6.739573956,2.495492935,0.589284241
2001-07-24,0.793241382,2.679643154,1.534089565,0.398831785
2001-07-25,0.323406339,1.756420612,0.659819484,0.423665583
2001-07-26,0.349139124,0.498935521,0.61080718,0.001329267
2001-07-27,0.182262853,0.678976297,0.818902016,0.095528498
2001-07-28,0.065087497,0.081820711,0.000175698,0.152516156
2001-07-29,0.000445076,0.014867377,0.000222538,0.000222538
2001-07-30,0.283607334,0.021393083,0.166837424,0.000910099
2001-08-01,0.335615635,0.699309886,0.480049729,0.000509133
2001-08-02,0.270249426,0.045267217,0.123442098,0.071319453
2001-08-03,0.740729392,0.811541021,0.62269032,0.124095
2001-08-05,0.030824203,0.011093707,0.069053337,0.053884592
2001-08-06,0.000642237,0.150565043,0.062149383,0.431447625
2001-08-08,0.483131021,0.000100338,0.139546931,0.000100338
2001-08-09,0.347405732,0.502800822,0.469936103,0.056073818
2001-08-10,0.2493141,0.043202192,0.000113738,0.000113738
2001-08-12,0.000225647,0.03059284,0.000112824,0.182209954
2001-08-14,0.020374063,0.014633223,0.318974584,0.000270457
2001-08-15,0.000667586,0.000333793,0.000333793,0.011342823
2001-08-16,0.416997224,0.351671606,0.008393785,0.033897534
2001-08-17,0.092303708,0.67155242,0.563465416,0.025473587
2001-08-18,0.000337902,0.103323586,0.034565046,0.000168951
2001-08-19,0.00019388,9.69399E-05,9.69399E-05,0.018737625
2001-08-20,0.034153733,0.200323731,0.000624608,0.000624608
2001-08-22,0.079273686,0.000242607,0.000242607,0.000242607
2001-08-23,0.077807352,0.000140442,0.064446963,0.000140442
2001-08-24,0.077787213,0.000140442,0.064280339,0.000140442
2001-08-27,0.63749212,0.000165416,0.068780646,0.000165416
2001-08-28,0.522433579,0.132986203,0.816108227,0.767028868
2001-08-29,0.000293232,0.056717198,0.155969843,0.000146616
2001-08-30,0.441326588,0.24829334,0.168766528,0.157668263
2001-08-31,0.000630407,0.33114022,0.271780193,0.000315203
2001-09-02,0.051136129,0.000132659,0.000132659,0.000132659
2001-09-03,0.000919478,0.047127903,0.047378622,0.000459739
2001-09-05,0.056752864,0.052211184,0.209086895,0.054478653
2001-09-06,0.001084891,0.000542445,0.136615872,0.08150471
2001-09-07,0.00100845,0.391148508,0.26552996,0.000504225
2001-09-10,0.094826877,0.000181562,0.000181562,0.000181562
2001-09-11,0.062768273,0.00055241,0.102635041,0.00055241
2001-09-13,0.203045145,0.265078068,0.393250495,0.008386122
2001-09-14,0.031975854,7.65617E-05,7.65617E-05,7.65617E-05
2001-09-15,0.000777327,0.000388664,0.000388664,0.230301902
2001-09-17,0.097592562,0.000649575,0.282021523,0.000649575
2001-09-18,0.712500215,0.000335619,0.185450733,0.025701517
2001-09-20,0.000661388,0.000330694,0.114855319,0.000330694
2001-09-21,0.000580804,0.000290402,0.266273052,0.000290402
2001-09-24,0.029163841,0.333486199,0.015195145,0.000475899
2001-09-25,0.04737125,0.0979762,0.081382796,0.770325184
2001-09-26,0.120145135,0.147286803,0.000475976,0.000475976
2001-09-27,0.049257841,0.018809017,0.03313107,0.013246756
2001-10-01,0.079656139,0.136254415,0.419577986,0.000699094
2001-10-02,0.081535384,0.000603398,0.000603398,0.287606418
2001-10-03,0.083881393,0.056609899,0.000113759,0.000113759
2001-10-04,0.872309029,0.000841949,0.419615865,0.185399875
2001-10-05,0.08939252,0.000885813,0.245892555,0.019657616
2001-10-07,0.000762745,0.000381373,0.000381373,0.620375156
2001-10-09,0.472598404,0.286127836,0.371989667,0.000531476
2001-10-10,0.053991087,0.185068935,0.078254335,0.000205333
2001-10-11,0.193660945,0.000363488,0.157909378,0.000363488
2001-10-12,0.252977401,0.428047687,0.111803941,0.000503411
2001-10-15,0.001314795,0.384498954,0.045086689,0.000657398
2001-10-16,0.555294991,0.575133145,0.733467698,0.001176723
2001-10-17,0.035253786,0.141614705,0.265444785,0.000518805
2001-10-18,0.26422897,0.000176486,0.342675418,0.062813446
2001-10-20,0.010534364,0.000155168,0.052387409,0.02735408
2001-10-22,0.001315382,0.528662145,0.310775548,0.000657691
2001-10-23,0.09935195,0.868325889,0.356014371,0.001048613
2001-10-24,0.000286912,0.000143456,0.210902065,0.000143456
2001-10-25,0.223274693,0.092747584,0.317450464,0.037025701
2001-10-26,0.000981558,0.91157192,0.294594347,0.026614228
2001-10-28,0.000909661,1.291723371,0.93946141,0.022779126
2001-10-29,0.066581219,1.400283813,0.345475048,0.05860322
